姓名,身份证号,居住地,手机号,申请时间,单位名称,户籍所在地,申请产品类型,学历,社保评分,近12个月申请贷款次数,公积金账户当前状态,首次成为我行用户时年龄,税前年收入（元）,手机在网时长（月）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韩磊,650101199503129012,乌鲁木齐市沙依巴克区,18500185001,2023/8/20,乌鲁木齐XX水果店,新疆维吾尔自治区,信用贷,高中,85,10,未缴纳,23,136000,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,20250825010,住房按揭贷,20250826,2025/8/26 16:15,LS20250825123465,430105199106302345,13878901234,长沙鼎盛科技有限公司,湖南省长沙市岳麓区,岳麓大道233号,梅溪湖国际研发中心B座,1608室,湖南省长沙市雨花区,韶山中路421号,雨花亭小区6号楼,2单元1101,13978901234,890,湖南省衡阳市石鼓区,蒸阳北路120号,华源市场小区3号楼,4单元502,1,正常,58,湖南,大专,DEVICEK7L8M9N0,湖南省,0,40,9,10000,8,800,132000,42,84,长沙鼎盛科技有限公司,1,8,800,3,7.8,7.7,3,114,112,116,0,0,1600,2,82,长沙,0,0,56.4,290000,105000,61.3,160000,490000,39000,57.6,170000,230000,148000,320000,1300000,3,4,39,3,4,3,6,3,45,19,90,30,38,114,3,26,5,45.8,83,225,64,58,82.7,14,12,5,4,9,7,15,11,3,3,2,2,2,3,4,5,6,31,33,28,31,25,28,27,30,4,3,4,2,3,2,3,2,2,3,2,4,5,5,24000,89,11.5,37000,63000,22000,34,女,0,0,0
10011,20250825011,经营贷,2025/8/27,2025/8/27 9:05,LS20250825123466,320105198612187654,15967890123,南京宏图实业有限公司,江苏省南京市鼓楼区,中山北路28号,江苏商厦15层,1506室,江苏省南京市建邺区,江东中路313号,奥体新城小区4号楼,1单元902,15867890123,1780,江苏省常州市钟楼区,延陵西路123号,南大街小区6号楼,3单元401,1,正常,89,江苏,博士,DEVICEO1P2Q3R4,江苏省,0,99,10,16000,12,1920,256000,66,132,南京宏图实业有限公司,1,12,1920,1,11.6,11.7,2,168,166,170,0,0,3840,1,93,南京,0,0,34.2,380000,135000,39.6,190000,680000,54000,36.8,200000,280000,165000,480000,1900000,5,6,54,2,5,3,7,4,52,21,114,32,40,144,4,29,6,32.5,90,268,72,65,74.1,17,15,6,5,10,8,18,14,4,4,3,4,1,4,5,6,7,34,36,31,34,32,35,30,33,5,4,5,3,4,3,4,3,3,4,3,5,6,8,30000,97,6.8,40000,75000,28000,39,男,0,0,0
10012,20250825012,消费贷,2025/8/27,2025/8/27 11:33,LS20250825123467,500103199601083456,13756789012,重庆智联信息技术有限公司,重庆市渝中区,解放碑八一路177号,雨田大厦10层,1003室,重庆市江北区,江北嘴金融城2号,紫御江山小区3号楼,2单元801,13656789012,540,重庆市涪陵区,太极大道150号,南门山小区5号楼,1单元602,1,正常,32,重庆,本科,DEVICES5T6U7V8,重庆市,0,10,11,5000,5,250,68000,18,36,重庆智联信息技术有限公司,2,5,250,4,4.9,5,6,66,64,68,0,0,500,3,75,重庆,0,1,68.9,200000,85000,73.4,120000,410000,35000,70.2,130000,190000,118000,270000,820000,2,3,36,1,2,1,4,1,26,11,42,16,22,63,1,19,3,49.3,80,218,59,53,86.4,11,9,3,2,7,5,9,7,2,2,1,2,0,2,3,4,5,25,27,24,27,23,26,22,25,3,2,3,1,2,1,2,1,1,2,1,3,3,3,20000,91,10.7,29000,52000,18000,29,男,0,0,1
10013,20250825013,个人信用贷,2025/8/25,2025/8/25 14:50,LS20250825123468,410105199008236789,13867890123,郑州中原科技有限公司,河南省郑州市金水区,花园路39号,国贸中心A座,2208室,河南省郑州市二七区,二七路200号,大卫城小区6号楼,3单元1001,13967890123,1320,河南省洛阳市西工区,中州中路429号,王城广场小区8号楼,2单元501,1,欠费,72,河南,硕士,DEVICEW9X0Y1Z2,河南省,0,20,12,14000,11,1540,215000,57,114,郑州中原科技有限公司,1,11,1540,2,10.5,10.6,3,144,142,146,0,0,3080,1,87,郑州,0,0,45.3,340000,102000,50.1,160000,580000,48000,47.3,150000,230000,138000,380000,1400000,4,5,45,2,3,2,5,2,39,17,78,24,31,99,2,23,4,36.7,77,203,57,51,79.8,13,11,4,3,8,6,13,10,2,2,1,3,1,2,3,4,5,29,31,28,31,28,31,27,30,3,2,3,2,3,2,3,2,2,3,2,4,4,4,22000,92,8.4,31000,55000,21000,35,男,0,0,0
10014,20250825014,住房按揭贷,2025/8/25,2025/8/25 17:20,LS20250825123469,370102198703154321,15987654321,济南恒通贸易有限公司,山东省济南市历下区,泉城路188号,恒隆广场写字楼23层,2305室,山东省济南市历城区,花园路101号,保利花园小区2号楼,1单元802,15887654321,1650,山东省青岛市市南区,香港中路66号,五四广场小区5号楼,3单元601,1,正常,83,山东,本科,DEVICEA3B4C5D6,山东省,0,30,13,12000,9,1080,172000,48,96,济南恒通贸易有限公司,1,9,1080,3,8.6,8.7,4,120,118,122,0,0,2160,1,84,济南,0,0,32.7,270000,78000,37.9,110000,430000,36000,34.5,120000,180000,98000,250000,1200000,3,4,30,3,2,1,4,1,28,13,60,20,27,81,1,17,3,29.4,68,185,45,40,67.5,10,9,3,2,6,4,8,6,1,1,0,1,0,1,2,3,4,26,28,25,28,26,29,24,27,2,1,2,1,1,1,1,1,1,1,1,2,3,3,19000,87,12.1,27000,49000,17000,38,女,1,1,0
10015,20250825015,经营贷,2025/8/26,2025/8/26 10:10,LS20250825123470,210103199305289012,13778901234,沈阳鑫达实业有限公司,辽宁省沈阳市和平区,青年大街386号,华阳国际大厦16层,1603室,辽宁省沈阳市沈河区,中街路190号,故宫小区4号楼,2单元701,13678901234,760,辽宁省大连市中山区,人民路12号,港湾广场小区6号楼,3单元402,1,正常,47,辽宁,大专,DEVICEF7G8H9I0,辽宁省,0,91,14,8000,7,560,105000,33,66,沈阳鑫达实业有限公司,2,7,560,4,6.7,6.6,5,90,88,92,0,0,1120,3,77,沈阳,0,0,59.8,230000,92000,64.2,140000,470000,40000,61.5,160000,210000,125000,310000,950000,2,3,42,1,3,2,5,2,33,14,72,22,29,93,2,22,4,47.6,82,221,62,56,84.3,12,10,4,3,8,6,11,8,2,2,1,2,1,2,3,4,5,27,29,26,29,24,27,23,26,3,2,3,1,2,1,2,1,1,2,1,3,4,4,23000,90,9.6,33000,57000,20000,32,女,1,0,1
10016,20250825016,消费贷,2025/8/26,2025/8/26 15:40,LS20250825123471,530102198809123456,13887654321,昆明聚源信息技术有限公司,云南省昆明市五华区,青年路389号,志远大厦12层,1208室,云南省昆明市盘龙区,北京路1088号,同德昆明广场小区3号楼,1单元1201,13987654321,1140,云南省曲靖市麒麟区,南宁北路150号,麒麟花园小区5号楼,3单元602,1,正常,69,云南,本科,DEVICEJ9K0L1M2,云南省,0,40,15,11000,10,1100,158000,45,90,昆明聚源信息技术有限公司,1,10,1100,2,9.9,10,3,117,115,119,0,0,2200,2,85,昆明,0,0,48.6,310000,105000,53.8,150000,520000,43000,50.2,170000,240000,135000,340000,1300000,4,5,36,2,4,3,6,3,41,18,84,26,33,105,3,25,5,39.8,79,209,58,52,77.6,14,12,5,4,9,7,14,10,3,3,2,3,2,3,4,5,6,30,32,29,32,27,30,26,29,4,3,4,2,3,2,3,2,2,3,2,4,5,5,24000,91,7.3,35000,61000,22000,37,男,0,0,0
10017,20250825017,个人信用贷,2025/8/27,2025/8/27 8:30,LS20250825123472,620104199203187654,15998765432,兰州科创贸易有限公司,甘肃省兰州市城关区,东方红广场1号,国芳百货写字楼18层,1805室,甘肃省兰州市七里河区,西津西路57号,兰州中心小区2号楼,3单元802,15898765432,920,甘肃省天水市秦州区,民主西路106号,龙城广场小区6号楼,1单元501,1,停机,54,甘肃,硕士,DEVICEN3O4P5Q6,甘肃省,0,20,16,9000,8,720,118000,39,78,兰州科创贸易有限公司,1,8,720,3,7.8,7.9,4,102,100,104,0,0,1440,1,81,兰州,0,1,36.9,240000,72000,41.5,100000,390000,34000,38.2,110000,160000,88000,220000,1000000,2,3,27,1,2,1,3,1,24,10,54,15,21,69,1,15,3,27.3,64,172,41,36,65.8,8,7,2,1,5,3,6,4,1,1,0,1,0,1,2,3,4,24,26,23,26,22,25,21,24,2,1,2,1,1,1,1,1,1,1,1,2,2,2,16000,86,11.8,25000,46000,14000,33,女,1,0,0
10018,20250825018,住房按揭贷,2025/8/27,2025/8/27 13:15,LS20250825123473,460105198907234567,13768901234,海口海润实业有限公司,海南省海口市美兰区,海府路168号,金鹿大厦14层,1403室,海南省海口市龙华区,国贸大道2号,京华城小区4号楼,2单元901,13668901234,1450,海南省三亚市吉阳区,亚龙湾路110号,亚龙湾小区6号楼,3单元702,1,正常,76,海南,本科,DEVICER7S8T9U0,海南省,0,99,17,15000,12,1800,235000,63,126,海口海润实业有限公司,1,12,1800,1,11.7,11.8,2,153,151,155,0,0,3600,1,91,海口,0,0,51.4,370000,125000,56.9,200000,650000,51000,53.6,190000,260000,152000,420000,1700000,5,6,48,2,5,3,7,4,50,20,102,30,38,132,4,28,6,34.7,88,256,69,63,78.9,16,14,6,5,10,8,17,13,4,4,3,4,1,4,5,6,7,33,35,32,35,31,34,30,33,5,4,5,3,4,3,4,3,3,4,3,5,6,7,28000,95,8.1,39000,72000,26000,36,男,0,0,0
10019,20250825019,经营贷,2025/8/25,2025/8/25 11:50,LS20250825123474,220104199404127890,13896789012,长春汇通科技有限公司,吉林省长春市朝阳区,人民大街7088号,伟峰国际大厦17层,1706室,吉林省长春市南关区,解放大路81号,全安广场小区5号楼,3单元601,13996789012,680,吉林省吉林市船营区,吉林大街130号,河南街小区8号楼,2单元402,1,正常,41,吉林,大专,DEVICEV9W0X1Y2,吉林省,0,10,18,7000,6,420,86000,27,54,长春汇通科技有限公司,2,6,420,4,5.9,5.8,5,78,76,80,0,0,840,3,74,长春,0,0,63.7,220000,88000,68.4,130000,440000,37000,65.1,140000,180000,108000,260000,880000,2,3,33,1,3,2,5,2,29,12,57,17,23,75,2,18,3,44.2,75,201,55,49,83.1,11,9,3,2,7,5,10,7,2,2,1,2,1,2,3,4,5,25,27,24,27,23,26,22,25,3,2,3,1,2,1,2,1,1,2,1,3,3,3,18000,89,10.9,28000,53000,17000,31,男,0,1,1
